created_at,id_str,full_text,user.location,entities.hashtags,retweeted_status.full_text
Mon Oct 24 23:59:59 +0000 2022,1584696235050823680,"Genteeeee! 🤨🤔😱
#Noticias #Brasil #Eleicoes2022 https://t.co/WsBKPCft0Z",Narnia,"[{'text': 'Noticias', 'indices': [15, 24]}, {'text': 'Brasil', 'indices': [25, 32]}, {'text': 'Eleicoes2022', 'indices': [33, 46]}]",
Mon Oct 24 23:59:57 +0000 2022,1584696227777478656,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:59:56 +0000 2022,1584696222102614016,"RT @UOLNoticias: IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈",,"[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'UOLEleições2022', 'indices': [107, 123]}]","IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈"
Mon Oct 24 23:59:55 +0000 2022,1584696219720634368,RT @portalR7: Bolsonaro diz que Brasil é o 7º país mais digitalizado do mundo https://t.co/VtwAgxULhj #R7 #portalr7 #SabatinaNaRecord #OVot…,"Fortaleza, Brasil","[{'text': 'R7', 'indices': [102, 105]}, {'text': 'portalr7', 'indices': [106, 115]}, {'text': 'SabatinaNaRecord', 'indices': [116, 133]}]",Bolsonaro diz que Brasil é o 7º país mais digitalizado do mundo https://t.co/VtwAgxULhj #R7 #portalr7 #SabatinaNaRecord #OVotoNaRecord #Eleições2022 https://t.co/XFyg9SpqRZ
Mon Oct 24 23:59:53 +0000 2022,1584696211252318208,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Rio Grande do Norte, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:53 +0000 2022,1584696210526699520,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,New York/ Japan,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:59:52 +0000 2022,1584696204369485824,"RT @choquei: 🚨GRAVE: Campanha do PT de Santa Catarina divulga áudio de Luciano Hang, dono da Havan, pedindo para que Secretário da Fazenda…",,[],"🚨GRAVE: Campanha do PT de Santa Catarina divulga áudio de Luciano Hang, dono da Havan, pedindo para que Secretário da Fazenda atrase o salário dos professores: “Demita metade. Demita metade dos diabo desses professores”. #Eleições2022

 https://t.co/agLTMTUB4X"
Mon Oct 24 23:59:50 +0000 2022,1584696199898337282,RT @marioadolfo: Em Manaus as pessoas não estão mais com medo de mostrar apoio a @LulaOficial. Falta pouco. #Eleiçoes2022 https://t.co/5hai…,,"[{'text': 'Eleiçoes2022', 'indices': [108, 121]}]",Em Manaus as pessoas não estão mais com medo de mostrar apoio a @LulaOficial. Falta pouco. #Eleiçoes2022 https://t.co/5haiGKolhC
Mon Oct 24 23:59:50 +0000 2022,1584696198513844224,"RT @opovo: Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co…",,"[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'Eleições2022opovo', 'indices': [107, 125]}]","Liderados por Tasso, empresários defendem voto em Lula ""em defesa da democracia""

#Eleições2022 #Eleições2022opovo 
https://t.co/Fil9TBO8sL"
Mon Oct 24 23:59:44 +0000 2022,1584696174954414080,"RT @bchartsnet: 🚨 FANFIC EMERGENCY: desesperados, Bolsonaristas estão espalhando uma fake news de que uma balsa teria sido explodida com el…",CROMATICA ,[],"🚨 FANFIC EMERGENCY: desesperados, Bolsonaristas estão espalhando uma fake news de que uma balsa teria sido explodida com eleitores. A notícia verdadeira é sobre garimpo ilegal (que Bolsonaro adora). #Eleicoes2022 https://t.co/GVxUGVbDZg"
Mon Oct 24 23:59:42 +0000 2022,1584696163843784704,"RT @AntonioCGRodri: 👉🏽URGENTE: MINISTRO DAS COMUNICAÇÕES DENÚNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS…",,[],"👉🏽URGENTE: MINISTRO DAS COMUNICAÇÕES DENÚNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS DE MIL HORAS, NÃO EXIBIDAS EM RÁDIOS NO NORDESTE.
.
Estão dadas as condições para o caos total após as eleições de domingo. #Eleicoes2022"
Mon Oct 24 23:59:40 +0000 2022,1584696156978053121,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Republiqueta das Bananas,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:37 +0000 2022,1584696144512196609,"@ThiagoResiste ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""Os fatos [...] não foram acompanhados de qualquer prova e/ou documento sério, limitando-se o representante a juntar um suposto e apócrifo relatório""

#Eleições2022",,"[{'text': 'Eleições2022', 'indices': [282, 295]}]",
Mon Oct 24 23:59:37 +0000 2022,1584696142763556865,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,Brasil,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:59:36 +0000 2022,1584696140552962048,"RT @muriloffagundes: ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""O…","Porto Alegre, RS",[],"ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""Os fatos [...] não foram acompanhados de qualquer prova e/ou documento sério, limitando-se o representante a juntar um suposto e apócrifo relatório""

#Eleições2022"
Mon Oct 24 23:59:31 +0000 2022,1584696118046126081,RT @Estadao: PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/…,Fortaleza - CE,"[{'text': 'Eleicoes2022', 'indices': [112, 125]}]",PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/4tRhoTOMo6
Mon Oct 24 23:59:30 +0000 2022,1584696116129726464,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Sao Paulo, Brazil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:30 +0000 2022,1584696115903229952,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:28 +0000 2022,1584696104981262337,RT @portalR7: Bolsonaro: Lula vai quebrar o país se for eleito presidente mais uma vez https://t.co/K9cshngD2C #R7 #portalr7 #SabatinaNaRec…,,"[{'text': 'R7', 'indices': [111, 114]}, {'text': 'portalr7', 'indices': [115, 124]}]",Bolsonaro: Lula vai quebrar o país se for eleito presidente mais uma vez https://t.co/K9cshngD2C #R7 #portalr7 #SabatinaNaRecord #eleições2022 #OVotoNaRecord https://t.co/fw4ujiClOC
Mon Oct 24 23:59:25 +0000 2022,1584696095145222145,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:59:25 +0000 2022,1584696093694365697,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Goiânia, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:23 +0000 2022,1584696083078598656,RT @Estadao: PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/…,"São Paulo, Brasil","[{'text': 'Eleicoes2022', 'indices': [112, 125]}]",PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/4tRhoTOMo6
Mon Oct 24 23:59:21 +0000 2022,1584696077390782465,RT @folha: #Eleições2022 | Bolsonaro assiste a programa de Lula e critica imprensa; veja vídeo. Presidente almoçava acompanhado de Guedes q…,,"[{'text': 'Eleições2022', 'indices': [11, 24]}]","#Eleições2022 | Bolsonaro assiste a programa de Lula e critica imprensa; veja vídeo. Presidente almoçava acompanhado de Guedes quando viu propaganda de rival, que atacou ações econômicas do governo. 📲📰 Leia em https://t.co/nuhTTtrP5h 

▶️ @gabrielabilo1 https://t.co/LpHbDHQqmz"
Mon Oct 24 23:59:20 +0000 2022,1584696073557196800,"RT @muriloffagundes: ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""O…",,[],"ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""Os fatos [...] não foram acompanhados de qualquer prova e/ou documento sério, limitando-se o representante a juntar um suposto e apócrifo relatório""

#Eleições2022"
Mon Oct 24 23:59:15 +0000 2022,1584696050123956224,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:14 +0000 2022,1584696048362348545,"RT @InstitutoVerit1: O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recort…",,[],"O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recorte das intenções de voto para Presidente considerando o eleitorado do Espírito Santo.

#Eleiçoes2022 
#Presidente 
#EspiritoSanto https://t.co/57Cq7LBjtk"
Mon Oct 24 23:59:13 +0000 2022,1584696044809748480,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","São Paulo, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:12 +0000 2022,1584696039730077697,"RT @InstitutoVerit1: O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recort…",,[],"O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recorte das intenções de voto para Presidente considerando o eleitorado do Espírito Santo.

#Eleiçoes2022 
#Presidente 
#EspiritoSanto https://t.co/57Cq7LBjtk"
Mon Oct 24 23:59:10 +0000 2022,1584696028212887552,"RT @jnascim: Seis dias para o 2°T das #Eleições2022 
✳️ @Casimiro apoiando Lula: 1M ❤️
✳️ Atlas: Lula 53 x Jair 47
✳️ Ipec: Lula 54 x Jair…",,"[{'text': 'Eleições2022', 'indices': [38, 51]}]","Seis dias para o 2°T das #Eleições2022 
✳️ @Casimiro apoiando Lula: 1M ❤️
✳️ Atlas: Lula 53 x Jair 47
✳️ Ipec: Lula 54 x Jair 46
✳️ Passe livre em Sampa e DF
✳️ Total: 24 capitais com passe livre
✳️ TCU pede suspensão consignado AB
✳️ Jair descompensado com ad do PT https://t.co/TBFQTsFw1b"
Mon Oct 24 23:59:08 +0000 2022,1584696023758565376,RT @centralreality: 🚨ENTROU PRA HISTÓRIA!! Tweet de Casimiro desmentindo Flávio Bolsonaro e declarando apoio a Lula bate 1 MILHÃO de likes.…,,[],🚨ENTROU PRA HISTÓRIA!! Tweet de Casimiro desmentindo Flávio Bolsonaro e declarando apoio a Lula bate 1 MILHÃO de likes. #Eleicoes2022 https://t.co/f9Ebti7LSX
Mon Oct 24 23:59:07 +0000 2022,1584696017949143040,RT @Estadao: PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/…,,"[{'text': 'Eleicoes2022', 'indices': [112, 125]}]",PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/4tRhoTOMo6
Mon Oct 24 23:59:05 +0000 2022,1584696008851992576,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Casa do Vinícius,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:03 +0000 2022,1584695998882148352,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","São Paulo, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:59:02 +0000 2022,1584695998701391873,Enquanto eu puder fazer campanha para manter a liberdade do meu país eu irei fazer ✌🏼 #Eleicoes2022 #BolsonaroPresidente22,,"[{'text': 'Eleicoes2022', 'indices': [86, 99]}, {'text': 'BolsonaroPresidente22', 'indices': [100, 122]}]",
Mon Oct 24 23:58:58 +0000 2022,1584695981995872256,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:58 +0000 2022,1584695981614206981,"Bolsonaro, Jefferson e a luta armada: ""povo armado jamais será escravizado""

Esses dois e o bolsonarismo são irmãos siameses. O modus operandi é o mesmo: intolerância e violência
#RobertoJeffersonEBolsonaro
#Eleicoes2022 https://t.co/3esedomGHf","Belo Horizonte, Brasil","[{'text': 'RobertoJeffersonEBolsonaro', 'indices': [179, 206]}, {'text': 'Eleicoes2022', 'indices': [207, 220]}]",
Mon Oct 24 23:58:56 +0000 2022,1584695971086159872,"RT @Estadao: Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https:…",,"[{'text': 'Eleicoes2022', 'indices': [119, 132]}]","Pesquisa Ipec no segundo turno: Lula tem 50% das intenções de voto; Bolsonaro, 43% (via @EstadaoPolitica) #Eleicoes2022 https://t.co/CF8G0CcQZs https://t.co/KfNL98rOon"
Mon Oct 24 23:58:55 +0000 2022,1584695967693287424,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",Wonderland ,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:55 +0000 2022,1584695966677901312,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:54 +0000 2022,1584695964660805635,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Brusque, SC","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:54 +0000 2022,1584695964584976384,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:52 +0000 2022,1584695956083453953,"RT @portalR7: 'Salvamos mais de 1 milhão de jovens que tinham dívidas impagáveis com Fies', diz Bolsonaro na #SabatinaNaRecord https://t.co…",,"[{'text': 'SabatinaNaRecord', 'indices': [109, 126]}]","'Salvamos mais de 1 milhão de jovens que tinham dívidas impagáveis com Fies', diz Bolsonaro na #SabatinaNaRecord https://t.co/9YEG8MkNnu #R7 #portalr7 #OVotoNaRecord #Eleições2022"
Mon Oct 24 23:58:49 +0000 2022,1584695943638548480,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:49 +0000 2022,1584695943039160320,"Estou enojada com este contexto político. Só tem mentira, ódio, usurpação e desrespeito. 

Estamos bem perto de uma definitiva falência moral e social no país. 

Vamos permitir mais quatros anos da desastrosa bic de JB?!?

#Eleicoes2022 
#Brasil #Brazil","Porto Alegre, Brasil","[{'text': 'Eleicoes2022', 'indices': [223, 236]}, {'text': 'Brasil', 'indices': [238, 245]}, {'text': 'Brazil', 'indices': [246, 253]}]",
Mon Oct 24 23:58:49 +0000 2022,1584695942636539904,"Que tenha transporte público gratuito no Brasil inteiro no próximo domingo!

O movimento tá crescendo.
#Eleicoes2022","Mariana, Brasil","[{'text': 'Eleicoes2022', 'indices': [103, 116]}]",
Mon Oct 24 23:58:48 +0000 2022,1584695939570147328,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF",,"[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:48 +0000 2022,1584695936085004289,"RT @InstitutoVerit1: O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recort…",,[],"O Veritá avaliou também a intenção de voto capixaba para presidente no estado. 

Obs.: ressaltamos que esse é o recorte das intenções de voto para Presidente considerando o eleitorado do Espírito Santo.

#Eleiçoes2022 
#Presidente 
#EspiritoSanto https://t.co/57Cq7LBjtk"
Mon Oct 24 23:58:47 +0000 2022,1584695934218567681,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Porto Velho- Rondônia, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:46 +0000 2022,1584695930208792577,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Rio de Janeiro, Brasil","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:45 +0000 2022,1584695925863481345,"RT @UOLNoticias: IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈",,"[{'text': 'Eleições2022', 'indices': [93, 106]}, {'text': 'UOLEleições2022', 'indices': [107, 123]}]","IPEC PRESIDENCIAL: 2º turno - Lula tem 54%, Bolsonaro 46% dos votos válidos #Eleições2022 #UOLEleições2022📈"
Mon Oct 24 23:58:42 +0000 2022,1584695914157211649,RT @Estadao: PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/…,,"[{'text': 'Eleicoes2022', 'indices': [112, 125]}]",PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/4tRhoTOMo6
Mon Oct 24 23:58:41 +0000 2022,1584695910558142464,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Coimbra, Portugal","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:38 +0000 2022,1584695897224454144,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,"Cuiabá, Brasil","[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:38 +0000 2022,1584695896197173249,"RT @JHFonseca: A menos que seja comprovada a acusação, o pronunciamento do Ministro das Comunicações me parece mais uma semente para o paco…","Belo Horizonte, Brasil",[],"A menos que seja comprovada a acusação, o pronunciamento do Ministro das Comunicações me parece mais uma semente para o pacote completo de contestação: censura prévia a documentário, censura à Jovem Pan, censura aos perfis aliados e *fugazi?* fraude nas rádios? #Eleicoes2022"
Mon Oct 24 23:58:38 +0000 2022,1584695895391891456,"RT @choquei: 🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF","Rio de Janeiro, Brasil","[{'text': 'Eleiçoes2022', 'indices': [91, 104]}]","🚨AGORA: Jason Momoa, nosso Aquaman, declarou apoio a Lula (13) em seu stories #Eleiçoes2022 https://t.co/1XkCO32rVF"
Mon Oct 24 23:58:37 +0000 2022,1584695893730566144,"RT @AntonioCGRodri: 👉🏽URGENTE: MINISTRO DAS COMUNICAÇÕES DENÚNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS…",,[],"👉🏽URGENTE: MINISTRO DAS COMUNICAÇÕES DENÚNCIA QUE ADUDITORIA CONSTATOU FRAUDE EM 154 MIL INSERÇÕES, EQUIVALENTE A MAIS DE MIL HORAS, NÃO EXIBIDAS EM RÁDIOS NO NORDESTE.
.
Estão dadas as condições para o caos total após as eleições de domingo. #Eleicoes2022"
Mon Oct 24 23:58:37 +0000 2022,1584695892778811392,RT @marioadolfo: Em Manaus as pessoas não estão mais com medo de mostrar apoio a @LulaOficial. Falta pouco. #Eleiçoes2022 https://t.co/5hai…,"Curitiba, Brasil","[{'text': 'Eleiçoes2022', 'indices': [108, 121]}]",Em Manaus as pessoas não estão mais com medo de mostrar apoio a @LulaOficial. Falta pouco. #Eleiçoes2022 https://t.co/5haiGKolhC
Mon Oct 24 23:58:36 +0000 2022,1584695886512148480,"Ansioso para chegar o domingo, e ver o afroconveniente voltando para casa. #Eleicoes2022","Salvador, Brasil","[{'text': 'Eleicoes2022', 'indices': [75, 88]}]",
Mon Oct 24 23:58:32 +0000 2022,1584695871610195968,RT @choquei: 🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022…,,"[{'text': 'Eleições2022', 'indices': [126, 139]}]",🚨GRAVE: Médicos em hospital de Natal-RN constrangem e coagem paciente em trabalho de parto a votar em Bolsonaro. #Eleições2022 https://t.co/ssdwmFvo4T
Mon Oct 24 23:58:32 +0000 2022,1584695869651099648,"RT @muriloffagundes: ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""O…",,[],"ATENÇÃO: Moraes acaba de responder à campanha de Bolsonaro sobre supostas veiculações de rádio desiguais para Lula

""Os fatos [...] não foram acompanhados de qualquer prova e/ou documento sério, limitando-se o representante a juntar um suposto e apócrifo relatório""

#Eleições2022"
Mon Oct 24 23:58:31 +0000 2022,1584695868220792832,RT @Estadao: PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/…,Recife,"[{'text': 'Eleicoes2022', 'indices': [112, 125]}]",PSDB de SP contraria Rodrigo Garcia e declara apoio a Lula no segundo turno (via @EstadaoPolitica) #Eleicoes2022 https://t.co/4tRhoTOMo6
Mon Oct 24 23:58:30 +0000 2022,1584695863095398401,"RT @portalR7: Governos Lula e Dilma quebraram três fundos de pensão, diz Bolsonaro na #SabatinaNaRecord https://t.co/HoYPMkivz4 #R7 #portal…",,"[{'text': 'SabatinaNaRecord', 'indices': [86, 103]}, {'text': 'R7', 'indices': [128, 131]}]","Governos Lula e Dilma quebraram três fundos de pensão, diz Bolsonaro na #SabatinaNaRecord https://t.co/HoYPMkivz4 #R7 #portalr7 #Eleições2022 #OVotoNaRecord"
